frame,cls,conf,x,y,w,h
598.0,0.0,0.3140980005264282,67.06338500976562,178.46823120117188,85.54061889648438,26.475341796875
1390.0,0.0,0.3066103756427765,91.01502990722656,181.1094207763672,46.2845458984375,26.468109130859375
1391.0,0.0,0.303347647190094,89.76792907714844,181.21908569335938,46.466522216796875,26.484619140625
1392.0,0.0,0.3691834807395935,88.88455200195312,181.3258514404297,46.484100341796875,26.44610595703125
1393.0,0.0,0.39848655462265015,87.89816284179688,181.48658752441406,46.67919921875,26.58685302734375
1394.0,0.0,0.415690153837204,86.79475402832031,181.6290740966797,47.08403015136719,26.9317626953125
1395.0,0.0,0.2688736617565155,85.417236328125,181.74085998535156,47.765960693359375,27.253448486328125
1396.0,0.0,0.30868884921073914,84.20994567871094,182.01580810546875,48.23298645019531,27.59771728515625
1397.0,0.0,0.38722407817840576,82.98876953125,182.08224487304688,48.518733978271484,27.98199462890625
1398.0,0.0,0.3747299313545227,81.62078857421875,182.0397186279297,48.64382553100586,28.134857177734375
1399.0,0.0,0.443293035030365,80.41067504882812,182.227783203125,49.0714111328125,28.2435302734375
1400.0,0.0,0.4355376362800598,79.19684600830078,182.4073028564453,48.97564697265625,28.440704345703125
1401.0,0.0,0.35316476225852966,77.70488739013672,182.44686889648438,49.80635070800781,28.64508056640625
1402.0,0.0,0.2525705099105835,76.59254455566406,182.62582397460938,49.7769775390625,28.88641357421875
1403.0,0.0,0.30372756719589233,75.27660369873047,182.59571838378906,50.161376953125,29.29840087890625
1404.0,0.0,0.47728732228279114,73.90191650390625,182.68936157226562,50.533687591552734,29.25927734375
1405.0,0.0,0.5938517451286316,72.68273162841797,182.9567413330078,49.81645202636719,29.811737060546875
1406.0,0.0,0.6648721694946289,71.15164184570312,183.03030395507812,50.49928283691406,30.017120361328125
1407.0,0.0,0.6417987942695618,69.570556640625,183.1436004638672,51.000518798828125,30.213531494140625
1408.0,0.0,0.614506185054779,68.0669174194336,183.05538940429688,51.294219970703125,30.572998046875
1409.0,0.0,0.4430941641330719,66.6793441772461,183.30044555664062,51.84857177734375,30.6025390625
1410.0,0.0,0.4850061535835266,65.56196594238281,183.36912536621094,51.24064636230469,30.54852294921875
1411.0,0.0,0.7325059175491333,64.01322174072266,183.67727661132812,51.609283447265625,30.6397705078125
1412.0,0.0,0.741803765296936,62.233070373535156,183.837158203125,51.686248779296875,30.5819091796875
1413.0,0.0,0.7770772576332092,60.37430953979492,184.136962890625,52.50312042236328,30.69354248046875
1414.0,0.0,0.6377546191215515,58.85071563720703,184.26153564453125,52.8721923828125,30.84381103515625
1415.0,0.0,0.6485053896903992,57.67139434814453,184.39541625976562,52.17460632324219,30.747467041015625
1416.0,0.0,0.6923968195915222,55.87390899658203,184.59756469726562,52.93292236328125,30.78863525390625
1417.0,0.0,0.7259564995765686,54.226688385009766,184.61209106445312,52.931663513183594,31.04364013671875
1418.0,0.0,0.5621741414070129,52.41082763671875,184.88914489746094,53.798736572265625,31.269805908203125
1419.0,0.0,0.30737656354904175,50.96424102783203,185.1026611328125,53.84251403808594,31.440948486328125
1421.0,0.0,0.2501153349876404,47.643585205078125,185.3072052001953,53.98822021484375,31.76507568359375
1422.0,0.0,0.28287240862846375,45.6727180480957,185.4474639892578,54.06890106201172,31.699981689453125
1423.0,0.0,0.35407471656799316,43.88402557373047,185.5740203857422,54.45854187011719,31.833343505859375
1424.0,0.0,0.2901502549648285,42.53266906738281,186.08602905273438,54.269622802734375,31.23406982421875
